true_class,predicted_class,predicted_value
Asleep-Trying to sleep,Asleep-Trying to sleep,0.02
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Transfer To Bed,0.59
Asleep-Trying to sleep,Therapy,0.39
Asleep-Trying to sleep,Asleep-Trying to sleep,0.02
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.66
Asleep-Trying to sleep,Transfer To Bed,0.32
Asleep-Trying to sleep,Asleep-Trying to sleep,0.02
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Watching TV,0.56
Asleep-Trying to sleep,Transfer To Bed,0.23
Asleep-Trying to sleep,Therapy,0.18
Asleep-Trying to sleep,Talking on the Phone,0.03
Asleep-Trying to sleep,Asleep-Trying to sleep,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.58
Asleep-Trying to sleep,Transfer To Bed,0.38
Asleep-Trying to sleep,Asleep-Trying to sleep,0.04
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.51
Asleep-Trying to sleep,Therapy,0.42
Asleep-Trying to sleep,Nurse Visit,0.05
Asleep-Trying to sleep,Transfer To Bed,0.02
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.75
Asleep-Trying to sleep,Asleep-Trying to sleep,0.23
Asleep-Trying to sleep,Nurse Visit,0.02
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Transfer To Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.57
Asleep-Trying to sleep,Transfer To Bed,0.34
Asleep-Trying to sleep,Asleep-Trying to sleep,0.08
Asleep-Trying to sleep,Nurse Visit,0.01
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.45
Asleep-Trying to sleep,Therapy,0.44
Asleep-Trying to sleep,Nurse Visit,0.08
Asleep-Trying to sleep,Transfer To Bed,0.02
Asleep-Trying to sleep,Lying In Bed,0.01
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.92
Asleep-Trying to sleep,Transfer To Bed,0.04
Asleep-Trying to sleep,Talking on the Phone,0.04
Asleep-Trying to sleep,Asleep-Trying to sleep,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.39
Asleep-Trying to sleep,Asleep-Trying to sleep,0.31
Asleep-Trying to sleep,Nurse Visit,0.23
Asleep-Trying to sleep,Transfer To Bed,0.05
Asleep-Trying to sleep,Watching TV,0.01
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.67
Asleep-Trying to sleep,Asleep-Trying to sleep,0.31
Asleep-Trying to sleep,Transfer To Bed,0.01
Asleep-Trying to sleep,Nurse Visit,0.01
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.86
Asleep-Trying to sleep,Transfer To Bed,0.08
Asleep-Trying to sleep,Talking on the Phone,0.06
Asleep-Trying to sleep,Asleep-Trying to sleep,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,1.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Therapy,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Transfer To Bed,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Therapy,0.68
Asleep-Trying to sleep,Asleep-Trying to sleep,0.25
Asleep-Trying to sleep,Nurse Visit,0.04
Asleep-Trying to sleep,Transfer To Bed,0.02
Asleep-Trying to sleep,Talking on the Phone,0.01
Asleep-Trying to sleep,Lying In Bed,0.01
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Transfer To Bed,0.63
Asleep-Trying to sleep,Therapy,0.36
Asleep-Trying to sleep,Asleep-Trying to sleep,0.01
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.78
Asleep-Trying to sleep,Therapy,0.19
Asleep-Trying to sleep,Nurse Visit,0.02
Asleep-Trying to sleep,Talking on the Phone,0.01
Asleep-Trying to sleep,Transfer To Bed,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.61
Asleep-Trying to sleep,Talking on the Phone,0.29
Asleep-Trying to sleep,Transfer To Bed,0.06
Asleep-Trying to sleep,Asleep-Trying to sleep,0.03
Asleep-Trying to sleep,EVS Visit,0.01
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.76
Asleep-Trying to sleep,Transfer To Bed,0.14
Asleep-Trying to sleep,Talking on the Phone,0.1
Asleep-Trying to sleep,Asleep-Trying to sleep,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,1.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Therapy,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Transfer To Bed,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Therapy,0.83
Asleep-Trying to sleep,Transfer To Bed,0.1
Asleep-Trying to sleep,Asleep-Trying to sleep,0.05
Asleep-Trying to sleep,Lying In Bed,0.01
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.46
Asleep-Trying to sleep,Asleep-Trying to sleep,0.29
Asleep-Trying to sleep,Transfer To Bed,0.12
Asleep-Trying to sleep,Talking on the Phone,0.06
Asleep-Trying to sleep,Lying In Bed,0.03
Asleep-Trying to sleep,Nurse Visit,0.02
Asleep-Trying to sleep,Eating,0.02
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.85
Asleep-Trying to sleep,Transfer To Bed,0.15
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Therapy,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,1.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,Therapy,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Transfer To Bed,0.0
Asleep-Trying to sleep,Therapy,0.8
Asleep-Trying to sleep,Asleep-Trying to sleep,0.19
Asleep-Trying to sleep,Nurse Visit,0.01
Asleep-Trying to sleep,Transfer To Bed,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.39
Asleep-Trying to sleep,Asleep-Trying to sleep,0.31
Asleep-Trying to sleep,Nurse Visit,0.14
Asleep-Trying to sleep,Transfer To Bed,0.13
Asleep-Trying to sleep,Talking on the Phone,0.02
Asleep-Trying to sleep,Eating,0.01
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.63
Asleep-Trying to sleep,Therapy,0.26
Asleep-Trying to sleep,Nurse Visit,0.07
Asleep-Trying to sleep,Transfer To Bed,0.02
Asleep-Trying to sleep,Lying In Bed,0.01
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.85
Asleep-Trying to sleep,Asleep-Trying to sleep,0.08
Asleep-Trying to sleep,Transfer To Bed,0.06
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.76
Asleep-Trying to sleep,Asleep-Trying to sleep,0.17
Asleep-Trying to sleep,Nurse Visit,0.04
Asleep-Trying to sleep,Transfer To Bed,0.03
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.75
Asleep-Trying to sleep,Therapy,0.22
Asleep-Trying to sleep,Nurse Visit,0.02
Asleep-Trying to sleep,Transfer To Bed,0.01
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.73
Asleep-Trying to sleep,Asleep-Trying to sleep,0.17
Asleep-Trying to sleep,Transfer To Bed,0.11
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.51
Asleep-Trying to sleep,Asleep-Trying to sleep,0.43
Asleep-Trying to sleep,Nurse Visit,0.02
Asleep-Trying to sleep,Talking on the Phone,0.01
Asleep-Trying to sleep,Transfer To Bed,0.01
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.78
Asleep-Trying to sleep,Asleep-Trying to sleep,0.12
Asleep-Trying to sleep,Transfer To Bed,0.1
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.53
Asleep-Trying to sleep,Therapy,0.39
Asleep-Trying to sleep,Transfer To Bed,0.05
Asleep-Trying to sleep,Nurse Visit,0.03
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.95
Asleep-Trying to sleep,Transfer To Bed,0.04
Asleep-Trying to sleep,Asleep-Trying to sleep,0.01
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.49
Asleep-Trying to sleep,Therapy,0.46
Asleep-Trying to sleep,Nurse Visit,0.03
Asleep-Trying to sleep,Transfer To Bed,0.02
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.63
Asleep-Trying to sleep,Asleep-Trying to sleep,0.36
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Transfer To Bed,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.44
Asleep-Trying to sleep,Transfer To Bed,0.43
Asleep-Trying to sleep,Therapy,0.09
Asleep-Trying to sleep,Talking on the Phone,0.03
Asleep-Trying to sleep,Nurse Visit,0.01
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Lying In Bed,0.44
Asleep-Trying to sleep,Therapy,0.22
Asleep-Trying to sleep,Talking on the Phone,0.16
Asleep-Trying to sleep,Asleep-Trying to sleep,0.12
Asleep-Trying to sleep,Watching TV,0.02
Asleep-Trying to sleep,Nurse Visit,0.02
Asleep-Trying to sleep,Transfer To Bed,0.02
Asleep-Trying to sleep,Eating,0.01
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.57
Asleep-Trying to sleep,Nurse Visit,0.24
Asleep-Trying to sleep,Transfer To Bed,0.18
Asleep-Trying to sleep,Asleep-Trying to sleep,0.01
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.81
Asleep-Trying to sleep,Therapy,0.16
Asleep-Trying to sleep,Nurse Visit,0.02
Asleep-Trying to sleep,Transfer To Bed,0.01
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.5
Asleep-Trying to sleep,Transfer To Bed,0.39
Asleep-Trying to sleep,Therapy,0.07
Asleep-Trying to sleep,Talking on the Phone,0.02
Asleep-Trying to sleep,Nurse Visit,0.02
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.64
Asleep-Trying to sleep,Nurse Visit,0.26
Asleep-Trying to sleep,Asleep-Trying to sleep,0.08
Asleep-Trying to sleep,Watching TV,0.01
Asleep-Trying to sleep,Transfer To Bed,0.01
Asleep-Trying to sleep,Eating,0.01
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.48
Asleep-Trying to sleep,Transfer To Bed,0.43
Asleep-Trying to sleep,Asleep-Trying to sleep,0.08
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.45
Asleep-Trying to sleep,Asleep-Trying to sleep,0.34
Asleep-Trying to sleep,Nurse Visit,0.15
Asleep-Trying to sleep,Watching TV,0.03
Asleep-Trying to sleep,Talking on the Phone,0.02
Asleep-Trying to sleep,Transfer To Bed,0.01
Asleep-Trying to sleep,Eating,0.01
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.63
Asleep-Trying to sleep,Transfer To Bed,0.25
Asleep-Trying to sleep,Talking on the Phone,0.07
Asleep-Trying to sleep,Asleep-Trying to sleep,0.04
Asleep-Trying to sleep,Watching TV,0.01
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.55
Asleep-Trying to sleep,Therapy,0.35
Asleep-Trying to sleep,Nurse Visit,0.06
Asleep-Trying to sleep,Transfer To Bed,0.02
Asleep-Trying to sleep,Talking on the Phone,0.01
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.64
Asleep-Trying to sleep,Asleep-Trying to sleep,0.34
Asleep-Trying to sleep,Nurse Visit,0.02
Asleep-Trying to sleep,Talking on the Phone,0.0
